Date,Winner,Winner_Pts,Loser,Loser_Pts,Year
"Nov 24, 2018",Penn State,38.0,Maryland,3.0,2018
"Nov 24, 2018",Purdue,28.0,Indiana,21.0,2018
"Nov 24, 2018",Rice,27.0,Old Dominion,13.0,2018
"Nov 24, 2018",Southern Mississippi,39.0,Texas-El Paso,7.0,2018
"Nov 24, 2018",Stanford,49.0,UCLA,42.0,2018
"Nov 24, 2018",Syracuse,42.0,Boston College,21.0,2018
"Nov 24, 2018",Temple,57.0,Connecticut,7.0,2018
"Nov 24, 2018",Texas A&M,74.0,Louisiana State,72.0,2018
"Nov 24, 2018",Texas Christian,31.0,Oklahoma State,24.0,2018
"Nov 24, 2018",Tulane,29.0,Navy,28.0,2018
"Nov 24, 2018",Tulsa,27.0,Southern Methodist,24.0,2018
"Nov 24, 2018",Utah,35.0,Brigham Young,27.0,2018
"Nov 24, 2018",Vanderbilt,38.0,Tennessee,13.0,2018
"Nov 24, 2018",Wake Forest,59.0,Duke,7.0,2018
"Nov 24, 2018",Western Kentucky,30.0,Louisiana Tech,15.0,2018
"Nov 24, 2018",Wyoming,31.0,New Mexico,3.0,2018
"Nov 30, 2018",Northern Illinois,30.0,Buffalo,29.0,2018
"Nov 30, 2018",Washington,10.0,Utah,3.0,2018
"Dec 1, 2018",Alabama,35.0,Georgia,28.0,2018
"Dec 1, 2018",Alabama-Birmingham,27.0,Middle Tennessee State,25.0,2018
"Dec 1, 2018",Appalachian State,30.0,Louisiana,19.0,2018
"Dec 1, 2018",Central Florida,56.0,Memphis,41.0,2018
"Dec 1, 2018",Clemson,42.0,Pittsburgh,10.0,2018
"Dec 1, 2018",Fresno State,19.0,Boise State,16.0,2018
"Dec 1, 2018",Iowa State,27.0,Drake,24.0,2018
"Dec 1, 2018",Liberty,52.0,Norfolk State,17.0,2018
"Dec 1, 2018",North Carolina State,58.0,East Carolina,3.0,2018
"Dec 1, 2018",Ohio State,45.0,Northwestern,24.0,2018
"Dec 1, 2018",Oklahoma,39.0,Texas,27.0,2018
"Dec 1, 2018",South Carolina,28.0,Akron,3.0,2018
"Dec 1, 2018",Stanford,23.0,California,13.0,2018
"Dec 1, 2018",Virginia Tech,41.0,Marshall,20.0,2018
"Dec 8, 2018",Army,17.0,Navy,10.0,2018
"Dec 15, 2018",Appalachian State,45.0,Middle Tennessee State,13.0,2018
"Dec 15, 2018",Fresno State,31.0,Arizona State,20.0,2018
"Dec 15, 2018",Georgia Southern,23.0,Eastern Michigan,21.0,2018
"Dec 15, 2018",Tulane,41.0,Louisiana,24.0,2018
"Dec 15, 2018",Utah State,52.0,North Texas,13.0,2018
"Dec 18, 2018",Alabama-Birmingham,37.0,Northern Illinois,13.0,2018
"Dec 19, 2018",Ohio,27.0,San Diego State,0.0,2018
"Dec 20, 2018",Marshall,38.0,South Florida,20.0,2018
"Dec 21, 2018",Brigham Young,49.0,Western Michigan,18.0,2018
"Dec 21, 2018",Florida International,35.0,Toledo,32.0,2018
"Dec 22, 2018",Army,70.0,Houston,14.0,2018
"Dec 22, 2018",Louisiana Tech,31.0,Hawaii,14.0,2018
"Dec 22, 2018",Troy,42.0,Buffalo,32.0,2018
"Dec 22, 2018",Wake Forest,37.0,Memphis,34.0,2018
"Dec 26, 2018",Minnesota,34.0,Georgia Tech,10.0,2018
"Dec 26, 2018",Texas Christian,10.0,California,7.0,2018
"Dec 27, 2018",Baylor,45.0,Vanderbilt,38.0,2018
"Dec 27, 2018",Duke,56.0,Temple,27.0,2018
"Dec 27, 2018",Wisconsin,35.0,Miami (FL),3.0,2018
"Dec 28, 2018",Auburn,63.0,Purdue,14.0,2018
"Dec 28, 2018",Syracuse,34.0,West Virginia,18.0,2018
"Dec 28, 2018",Washington State,28.0,Iowa State,26.0,2018
"Dec 29, 2018",Alabama,45.0,Oklahoma,34.0,2018
"Dec 29, 2018",Clemson,30.0,Notre Dame,3.0,2018
"Dec 29, 2018",Florida,41.0,Michigan,15.0,2018
"Dec 29, 2018",Nevada,16.0,Arkansas State,13.0,2018
"Dec 29, 2018",Virginia,28.0,South Carolina,0.0,2018
"Dec 31, 2018",Cincinnati,35.0,Virginia Tech,31.0,2018
"Dec 31, 2018",Northwestern,31.0,Utah,20.0,2018
"Dec 31, 2018",Oklahoma State,38.0,Missouri,33.0,2018
"Dec 31, 2018",Oregon,7.0,Michigan State,6.0,2018
"Dec 31, 2018",Stanford,14.0,Pittsburgh,13.0,2018
"Dec 31, 2018",Texas A&M,52.0,North Carolina State,13.0,2018
"Jan 1, 2019",Iowa,27.0,Mississippi State,22.0,2018
"Jan 1, 2019",Kentucky,27.0,Penn State,24.0,2018
"Jan 1, 2019",Louisiana State,40.0,Central Florida,32.0,2018
"Jan 1, 2019",Ohio State,28.0,Washington,23.0,2018
"Jan 1, 2019",Texas,28.0,Georgia,21.0,2018
"Jan 7, 2019",Clemson,44.0,Alabama,16.0,2018
"Aug 24, 2019",Florida,24.0,Miami (FL),20.0,2019
"Aug 24, 2019",Hawaii,45.0,Arizona,38.0,2019
"Aug 29, 2019",Alabama-Birmingham,24.0,Alabama State,19.0,2019
"Aug 29, 2019",Arizona State,30.0,Kent State,7.0,2019
"Aug 29, 2019",Bowling Green,46.0,Morgan State,3.0,2019
"Aug 29, 2019",Buffalo,38.0,Robert Morris,10.0,2019
"Aug 29, 2019",Central Arkansas,35.0,Western Kentucky,28.0,2019
"Aug 29, 2019",Central Florida,62.0,Florida A&M,0.0,2019
"Aug 29, 2019",Central Michigan,38.0,Albany,21.0,2019
"Aug 29, 2019",Charlotte,49.0,Gardner-Webb,28.0,2019
"Aug 29, 2019",Cincinnati,24.0,UCLA,14.0,2019
"Aug 29, 2019",Clemson,52.0,Georgia Tech,14.0,2019
"Aug 29, 2019",Connecticut,24.0,Wagner,21.0,2019
"Aug 29, 2019",Minnesota,28.0,South Dakota State,21.0,2019
"Aug 29, 2019",San Jose State,35.0,Northern Colorado,18.0,2019
"Aug 29, 2019",Texas A&M,41.0,Texas State,7.0,2019
"Aug 29, 2019",Tulane,42.0,Florida International,14.0,2019
"Aug 29, 2019",Utah,30.0,Brigham Young,12.0,2019
"Aug 30, 2019",Army,14.0,Rice,7.0,2019
"Aug 30, 2019",Colorado,52.0,Colorado State,31.0,2019
"Aug 30, 2019",Michigan State,28.0,Tulsa,7.0,2019
"Aug 30, 2019",Nevada,34.0,Purdue,31.0,2019
"Aug 30, 2019",Oklahoma State,52.0,Oregon State,36.0,2019
"Aug 30, 2019",Rutgers,48.0,Massachusetts,21.0,2019
"Aug 30, 2019",Wake Forest,38.0,Utah State,35.0,2019
"Aug 30, 2019",Wisconsin,49.0,South Florida,0.0,2019
"Aug 31, 2019",Air Force,48.0,Colgate,7.0,2019
"Aug 31, 2019",Alabama,42.0,Duke,3.0,2019
"Aug 31, 2019",Appalachian State,42.0,East Tennessee State,7.0,2019
"Aug 31, 2019",Arkansas,20.0,Portland State,13.0,2019
"Aug 31, 2019",Auburn,27.0,Oregon,21.0,2019
"Aug 31, 2019",Baylor,56.0,Stephen F. Austin,17.0,2019
"Aug 31, 2019",Boise State,36.0,Florida State,31.0,2019
"Aug 31, 2019",Boston College,35.0,Virginia Tech,28.0,2019
"Aug 31, 2019",California,27.0,California-Davis,13.0,2019
"Aug 31, 2019",Eastern Michigan,30.0,Coastal Carolina,23.0,2019
"Aug 31, 2019",Georgia,30.0,Vanderbilt,6.0,2019
"Aug 31, 2019",Georgia State,38.0,Tennessee,30.0,2019
"Aug 31, 2019",Illinois,42.0,Akron,3.0,2019
"Aug 31, 2019",Indiana,34.0,Ball State,24.0,2019
"Aug 31, 2019",Iowa,38.0,Miami (OH),14.0,2019
"Aug 31, 2019",Iowa State,29.0,Northern Iowa,26.0,2019
"Aug 31, 2019",Kansas,24.0,Indiana State,17.0,2019
"Aug 31, 2019",Kansas State,49.0,Nicholls State,14.0,2019
"Aug 31, 2019",Kentucky,38.0,Toledo,24.0,2019
"Aug 31, 2019",Louisiana State,55.0,Georgia Southern,3.0,2019
"Aug 31, 2019",Louisiana-Monroe,31.0,Grambling State,9.0,2019
"Aug 31, 2019",Marshall,56.0,Virginia Military Institute,17.0,2019
"Aug 31, 2019",Maryland,79.0,Howard,0.0,2019
"Aug 31, 2019",Memphis,15.0,Mississippi,10.0,2019
"Aug 31, 2019",Michigan,40.0,Middle Tennessee State,21.0,2019
"Aug 31, 2019",Mississippi State,38.0,Louisiana,28.0,2019
"Aug 31, 2019",Navy,45.0,Holy Cross,7.0,2019
"Aug 31, 2019",Nebraska,35.0,South Alabama,21.0,2019
"Aug 31, 2019",Nevada-Las Vegas,56.0,Southern Utah,23.0,2019
"Aug 31, 2019",New Mexico,39.0,Sam Houston,31.0,2019
"Aug 31, 2019",North Carolina,24.0,South Carolina,20.0,2019
"Aug 31, 2019",North Carolina State,34.0,East Carolina,6.0,2019
"Aug 31, 2019",North Texas,51.0,Abilene Christian,31.0,2019
"Aug 31, 2019",Northern Illinois,24.0,Illinois State,10.0,2019
"Aug 31, 2019",Ohio,41.0,Rhode Island,20.0,2019
"Aug 31, 2019",Ohio State,45.0,Florida Atlantic,21.0,2019
"Aug 31, 2019",Old Dominion,24.0,Norfolk State,21.0,2019
"Aug 31, 2019",Penn State,79.0,Idaho,7.0,2019
"Aug 31, 2019",San Diego State,6.0,Weber State,0.0,2019
"Aug 31, 2019",Southern California,31.0,Fresno State,23.0,2019
"Aug 31, 2019",Southern Methodist,37.0,Arkansas State,30.0,2019
"Aug 31, 2019",Southern Mississippi,38.0,Alcorn State,10.0,2019
"Aug 31, 2019",Stanford,17.0,Northwestern,7.0,2019
"Aug 31, 2019",Syracuse,24.0,Liberty,0.0,2019
"Aug 31, 2019",Temple,56.0,Bucknell,12.0,2019
"Aug 31, 2019",Texas,45.0,Louisiana Tech,14.0,2019
"Aug 31, 2019",Texas Christian,39.0,Arkansas-Pine Bluff,7.0,2019
"Aug 31, 2019",Texas Tech,45.0,Montana State,10.0,2019
"Aug 31, 2019",Texas-El Paso,36.0,Houston Baptist,34.0,2019
"Aug 31, 2019",Texas-San Antonio,35.0,Incarnate Word,7.0,2019
"Aug 31, 2019",Troy,43.0,Campbell,14.0,2019
"Aug 31, 2019",Virginia,30.0,Pittsburgh,14.0,2019
"Aug 31, 2019",Washington,47.0,Eastern Washington,14.0,2019
"Aug 31, 2019",Washington State,58.0,New Mexico State,7.0,2019
"Aug 31, 2019",West Virginia,20.0,James Madison,13.0,2019
"Aug 31, 2019",Western Michigan,48.0,Monmouth,13.0,2019
"Aug 31, 2019",Wyoming,37.0,Missouri,31.0,2019
"Sep 1, 2019",Oklahoma,49.0,Houston,31.0,2019
"Sep 2, 2019",Notre Dame,35.0,Louisville,17.0,2019
"Sep 6, 2019",Arizona State,19.0,Sacramento State,7.0,2019
"Sep 6, 2019",Boise State,14.0,Marshall,7.0,2019
"Sep 6, 2019",Virginia,52.0,William & Mary,17.0,2019
"Sep 6, 2019",Wake Forest,41.0,Rice,21.0,2019
"Sep 7, 2019",Alabama,62.0,New Mexico State,10.0,2019
"Sep 7, 2019",Alabama-Birmingham,31.0,Akron,20.0,2019
"Sep 7, 2019",Appalachian State,56.0,Charlotte,41.0,2019
"Sep 7, 2019",Arizona,65.0,Northern Arizona,41.0,2019
"Sep 7, 2019",Arkansas State,43.0,Nevada-Las Vegas,17.0,2019
"Sep 7, 2019",Auburn,24.0,Tulane,6.0,2019
"Sep 7, 2019",Ball State,57.0,Fordham,29.0,2019
"Sep 7, 2019",Baylor,63.0,Texas-San Antonio,14.0,2019
"Sep 7, 2019",Boston College,45.0,Richmond,13.0,2019
"Sep 7, 2019",Brigham Young,29.0,Tennessee,26.0,2019
"Sep 7, 2019",California,20.0,Washington,19.0,2019
"Sep 7, 2019",Central Florida,48.0,Florida Atlantic,14.0,2019
"Sep 7, 2019",Clemson,24.0,Texas A&M,10.0,2019
"Sep 7, 2019",Coastal Carolina,12.0,Kansas,7.0,2019
"Sep 7, 2019",Colorado,34.0,Nebraska,31.0,2019
"Sep 7, 2019",Colorado State,38.0,Western Illinois,13.0,2019
"Sep 7, 2019",Duke,45.0,North Carolina A&T,13.0,2019
"Sep 7, 2019",East Carolina,48.0,Gardner-Webb,9.0,2019
"Sep 7, 2019",Florida,45.0,Tennessee-Martin,0.0,2019
"Sep 7, 2019",Florida State,45.0,Louisiana-Monroe,44.0,2019
"Sep 7, 2019",Georgia,63.0,Murray State,17.0,2019
"Sep 7, 2019",Georgia Southern,26.0,Maine,18.0,2019
"Sep 7, 2019",Georgia State,48.0,Furman,42.0,2019
"Sep 7, 2019",Georgia Tech,14.0,South Florida,10.0,2019
"Sep 7, 2019",Hawaii,31.0,Oregon State,28.0,2019
"Sep 7, 2019",Houston,37.0,Prairie View A&M,17.0,2019
"Sep 7, 2019",Illinois,31.0,Connecticut,23.0,2019
"Sep 7, 2019",Indiana,52.0,Eastern Illinois,0.0,2019
"Sep 7, 2019",Iowa,30.0,Rutgers,0.0,2019
"Sep 7, 2019",Kansas State,52.0,Bowling Green,0.0,2019
"Sep 7, 2019",Kent State,26.0,Kennesaw State,23.0,2019
"Sep 7, 2019",Kentucky,38.0,Eastern Michigan,17.0,2019
"Sep 7, 2019",Louisiana,35.0,Liberty,14.0,2019
"Sep 7, 2019",Louisiana State,45.0,Texas,38.0,2019
"Sep 7, 2019",Louisiana Tech,20.0,Grambling State,14.0,2019
"Sep 7, 2019",Louisville,42.0,Eastern Kentucky,0.0,2019
"Sep 7, 2019",Maryland,63.0,Syracuse,20.0,2019
"Sep 7, 2019",Memphis,55.0,Southern,24.0,2019
"Sep 7, 2019",Miami (OH),48.0,Tennessee Tech,17.0,2019
"Sep 7, 2019",Michigan,24.0,Army,21.0,2019
"Sep 7, 2019",Michigan State,51.0,Western Michigan,17.0,2019
"Sep 7, 2019",Middle Tennessee State,45.0,Tennessee State,26.0,2019
"Sep 7, 2019",Minnesota,38.0,Fresno State,35.0,2019
"Sep 7, 2019",Mississippi,31.0,Arkansas,17.0,2019
"Sep 7, 2019",Mississippi State,38.0,Southern Mississippi,15.0,2019
"Sep 7, 2019",Missouri,38.0,West Virginia,7.0,2019
"Sep 7, 2019",North Carolina,28.0,Miami (FL),25.0,2019
"Sep 7, 2019",North Carolina State,41.0,Western Carolina,0.0,2019
"Sep 7, 2019",Ohio State,42.0,Cincinnati,0.0,2019
"Sep 7, 2019",Oklahoma,70.0,South Dakota,14.0,2019
"Sep 7, 2019",Oklahoma State,56.0,McNeese State,14.0,2019
"Sep 7, 2019",Oregon,77.0,Nevada,6.0,2019
"Sep 7, 2019",Penn State,45.0,Buffalo,13.0,2019
"Sep 7, 2019",Pittsburgh,20.0,Ohio,10.0,2019
"Sep 7, 2019",Purdue,42.0,Vanderbilt,24.0,2019
"Sep 7, 2019",San Diego State,23.0,UCLA,14.0,2019
"Sep 7, 2019",South Alabama,37.0,Jackson State,14.0,2019
"Sep 7, 2019",South Carolina,72.0,Charleston Southern,10.0,2019
"Sep 7, 2019",Southern California,45.0,Stanford,20.0,2019
"Sep 7, 2019",Southern Illinois,45.0,Massachusetts,20.0,2019
"Sep 7, 2019",Southern Methodist,49.0,North Texas,27.0,2019
"Sep 7, 2019",Texas Tech,38.0,Texas-El Paso,3.0,2019
"Sep 7, 2019",Tulsa,34.0,San Jose State,16.0,2019
"Sep 7, 2019",Utah,35.0,Northern Illinois,17.0,2019
"Sep 7, 2019",Utah State,62.0,Stony Brook,7.0,2019
"Sep 7, 2019",Virginia Tech,31.0,Old Dominion,17.0,2019
"Sep 7, 2019",Washington State,59.0,Northern Colorado,17.0,2019
"Sep 7, 2019",Western Kentucky,20.0,Florida International,14.0,2019
"Sep 7, 2019",Wisconsin,61.0,Central Michigan,0.0,2019
"Sep 7, 2019",Wyoming,23.0,Texas State,14.0,2019
"Sep 13, 2019",Kansas,48.0,Boston College,24.0,2019
"Sep 13, 2019",Wake Forest,24.0,North Carolina,18.0,2019
"Sep 13, 2019",Washington State,31.0,Houston,24.0,2019
"Sep 14, 2019",Air Force,30.0,Colorado,23.0,2019
"Sep 14, 2019",Alabama,47.0,South Carolina,23.0,2019
"Sep 14, 2019",Arizona,28.0,Texas Tech,14.0,2019
"Sep 14, 2019",Arizona State,10.0,Michigan State,7.0,2019
"Sep 14, 2019",Arkansas,55.0,Colorado State,34.0,2019
"Sep 14, 2019",Army,31.0,Texas-San Antonio,13.0,2019
"Sep 14, 2019",Auburn,55.0,Kent State,16.0,2019
"Sep 14, 2019",Boise State,45.0,Portland State,10.0,2019
"Sep 14, 2019",Brigham Young,30.0,Southern California,27.0,2019
"Sep 14, 2019",California,23.0,North Texas,17.0,2019
"Sep 14, 2019",Central Florida,45.0,Stanford,27.0,2019
"Sep 14, 2019",Central Michigan,45.0,Akron,24.0,2019
"Sep 14, 2019",Charlotte,52.0,Massachusetts,17.0,2019
"Sep 14, 2019",Cincinnati,35.0,Miami (OH),13.0,2019
"Sep 14, 2019",Citadel,27.0,Georgia Tech,24.0,2019
"Sep 14, 2019",Clemson,41.0,Syracuse,6.0,2019
"Sep 14, 2019",Coastal Carolina,46.0,Norfolk State,7.0,2019
"Sep 14, 2019",Duke,41.0,Middle Tennessee State,18.0,2019
"Sep 14, 2019",Eastern Michigan,34.0,Illinois,31.0,2019
"Sep 14, 2019",Florida,29.0,Kentucky,21.0,2019
"Sep 14, 2019",Florida Atlantic,41.0,Ball State,31.0,2019
"Sep 14, 2019",Florida International,30.0,New Hampshire,17.0,2019
"Sep 14, 2019",Georgia,55.0,Arkansas State,0.0,2019
"Sep 14, 2019",Iowa,18.0,Iowa State,17.0,2019
"Sep 14, 2019",Kansas State,31.0,Mississippi State,24.0,2019
"Sep 14, 2019",Liberty,35.0,Buffalo,17.0,2019
"Sep 14, 2019",Louisiana,77.0,Texas Southern,6.0,2019
"Sep 14, 2019",Louisiana State,65.0,Northwestern State,14.0,2019
"Sep 14, 2019",Louisiana Tech,35.0,Bowling Green,7.0,2019
"Sep 14, 2019",Louisville,38.0,Western Kentucky,21.0,2019
"Sep 14, 2019",Marshall,33.0,Ohio,31.0,2019
"Sep 14, 2019",Memphis,42.0,South Alabama,6.0,2019
"Sep 14, 2019",Miami (FL),63.0,Bethune-Cookman,0.0,2019
"Sep 14, 2019",Minnesota,35.0,Georgia Southern,32.0,2019
"Sep 14, 2019",Mississippi,40.0,Southeastern Louisiana,29.0,2019
"Sep 14, 2019",Missouri,50.0,Southeast Missouri State,0.0,2019
"Sep 14, 2019",Navy,42.0,East Carolina,10.0,2019
"Sep 14, 2019",Nebraska,44.0,Northern Illinois,8.0,2019
"Sep 14, 2019",Nevada,19.0,Weber State,13.0,2019
"Sep 14, 2019",Northwestern,30.0,Nevada-Las Vegas,14.0,2019
"Sep 14, 2019",Notre Dame,66.0,New Mexico,14.0,2019
"Sep 14, 2019",Ohio State,51.0,Indiana,10.0,2019
"Sep 14, 2019",Oklahoma,48.0,UCLA,14.0,2019
"Sep 14, 2019",Oklahoma State,40.0,Tulsa,21.0,2019
"Sep 14, 2019",Oregon,35.0,Montana,3.0,2019
"Sep 14, 2019",Oregon State,45.0,Cal Poly,7.0,2019
"Sep 14, 2019",Penn State,17.0,Pittsburgh,10.0,2019
"Sep 14, 2019",San Diego State,31.0,New Mexico State,10.0,2019
"Sep 14, 2019",South Florida,55.0,South Carolina State,16.0,2019
"Sep 14, 2019",Southern Methodist,47.0,Texas State,17.0,2019
"Sep 14, 2019",Southern Mississippi,47.0,Troy,42.0,2019
"Sep 14, 2019",Temple,20.0,Maryland,17.0,2019
"Sep 14, 2019",Tennessee,45.0,Chattanooga,0.0,2019
"Sep 14, 2019",Texas,48.0,Rice,13.0,2019
"Sep 14, 2019",Texas A&M,62.0,Lamar,3.0,2019
"Sep 14, 2019",Texas Christian,34.0,Purdue,13.0,2019
"Sep 14, 2019",Toledo,45.0,Murray State,0.0,2019
"Sep 14, 2019",Tulane,58.0,Missouri State,6.0,2019
"Sep 14, 2019",Utah,31.0,Idaho State,0.0,2019
"Sep 14, 2019",Virginia,31.0,Florida State,24.0,2019
"Sep 14, 2019",Virginia Tech,24.0,Furman,17.0,2019
"Sep 14, 2019",Washington,52.0,Hawaii,20.0,2019
"Sep 14, 2019",West Virginia,44.0,North Carolina State,27.0,2019
"Sep 14, 2019",Western Michigan,57.0,Georgia State,10.0,2019
"Sep 14, 2019",Wyoming,21.0,Idaho,16.0,2019
"Sep 19, 2019",Tulane,38.0,Houston,31.0,2019
"Sep 20, 2019",Boise State,30.0,Air Force,19.0,2019
"Sep 20, 2019",Louisiana Tech,43.0,Florida International,31.0,2019
"Sep 20, 2019",Louisiana Tech,43.0,Florida International,31.0,2019
"Sep 20, 2019",Southern California,30.0,Utah,23.0,2019
"Sep 21, 2019",Alabama,49.0,Southern Mississippi,7.0,2019
"Sep 21, 2019",Alabama-Birmingham,35.0,South Alabama,3.0,2019
"Sep 21, 2019",Appalachian State,34.0,North Carolina,31.0,2019
"Sep 21, 2019",Arkansas State,41.0,Southern Illinois,28.0,2019
"Sep 21, 2019",Army,52.0,Morgan State,21.0,2019
"Sep 21, 2019",Auburn,28.0,Texas A&M,20.0,2019
"Sep 21, 2019",Baylor,21.0,Rice,13.0,2019
"Sep 21, 2019",Boston College,30.0,Rutgers,16.0,2019
"Sep 21, 2019",Buffalo,38.0,Temple,22.0,2019
"Sep 21, 2019",California,28.0,Mississippi,20.0,2019
"Sep 21, 2019",Clemson,52.0,Charlotte,10.0,2019
"Sep 21, 2019",Coastal Carolina,62.0,Massachusetts,28.0,2019
"Sep 21, 2019",Colorado,34.0,Arizona State,31.0,2019
"Sep 21, 2019",East Carolina,19.0,William & Mary,7.0,2019
"Sep 21, 2019",Eastern Michigan,34.0,Central Connecticut State,29.0,2019
"Sep 21, 2019",Florida,34.0,Tennessee,3.0,2019
"Sep 21, 2019",Florida Atlantic,42.0,Wagner,7.0,2019
"Sep 21, 2019",Florida State,35.0,Louisville,24.0,2019
"Sep 21, 2019",Fresno State,34.0,Sacramento State,20.0,2019
"Sep 21, 2019",Georgia,23.0,Notre Dame,17.0,2019
"Sep 21, 2019",Hawaii,35.0,Central Arkansas,16.0,2019
"Sep 21, 2019",Indiana,38.0,Connecticut,3.0,2019
"Sep 21, 2019",Iowa State,72.0,Louisiana-Monroe,20.0,2019
"Sep 21, 2019",Kent State,62.0,Bowling Green,20.0,2019
"Sep 21, 2019",Liberty,62.0,Hampton,27.0,2019
"Sep 21, 2019",Louisiana,45.0,Ohio,25.0,2019
"Sep 21, 2019",Louisiana State,66.0,Vanderbilt,38.0,2019
"Sep 21, 2019",Miami (FL),17.0,Central Michigan,12.0,2019
"Sep 21, 2019",Michigan State,31.0,Northwestern,10.0,2019
"Sep 21, 2019",Mississippi State,28.0,Kentucky,13.0,2019
"Sep 21, 2019",Missouri,34.0,South Carolina,14.0,2019
"Sep 21, 2019",Nebraska,42.0,Illinois,38.0,2019
"Sep 21, 2019",Nevada,37.0,Texas-El Paso,21.0,2019
"Sep 21, 2019",New Mexico,55.0,New Mexico State,52.0,2019
"Sep 21, 2019",North Carolina State,34.0,Ball State,23.0,2019
"Sep 21, 2019",North Texas,45.0,Texas-San Antonio,3.0,2019
"Sep 21, 2019",Ohio State,76.0,Miami (OH),5.0,2019
"Sep 21, 2019",Oregon,21.0,Stanford,6.0,2019
"Sep 21, 2019",Pittsburgh,35.0,Central Florida,34.0,2019
"Sep 21, 2019",San Jose State,31.0,Arkansas,24.0,2019
"Sep 21, 2019",Southern Methodist,41.0,Texas Christian,38.0,2019
"Sep 21, 2019",Syracuse,52.0,Western Michigan,33.0,2019
"Sep 21, 2019",Texas,36.0,Oklahoma State,30.0,2019
"Sep 21, 2019",Texas State,37.0,Georgia State,34.0,2019
"Sep 21, 2019",Toledo,41.0,Colorado State,35.0,2019
"Sep 21, 2019",Troy,35.0,Akron,7.0,2019
"Sep 21, 2019",Tulsa,24.0,Wyoming,21.0,2019
"Sep 21, 2019",UCLA,67.0,Washington State,63.0,2019
"Sep 21, 2019",Utah State,23.0,San Diego State,17.0,2019
"Sep 21, 2019",Virginia,28.0,Old Dominion,17.0,2019
"Sep 21, 2019",Wake Forest,49.0,Elon,7.0,2019
"Sep 21, 2019",Washington,45.0,Brigham Young,19.0,2019
"Sep 21, 2019",West Virginia,29.0,Kansas,24.0,2019
"Sep 21, 2019",Wisconsin,35.0,Michigan,14.0,2019
"Sep 26, 2019",Memphis,35.0,Navy,23.0,2019
"Sep 27, 2019",Air Force,41.0,San Jose State,24.0,2019
"Sep 27, 2019",Arizona State,24.0,California,17.0,2019
"Sep 27, 2019",Duke,45.0,Virginia Tech,10.0,2019
"Sep 27, 2019",Penn State,59.0,Maryland,0.0,2019
"Sep 28, 2019",Alabama,59.0,Mississippi,31.0,2019
"Sep 28, 2019",Appalachian State,56.0,Coastal Carolina,37.0,2019
"Sep 28, 2019",Arizona,20.0,UCLA,17.0,2019
"Sep 28, 2019",Arkansas State,50.0,Troy,43.0,2019
"Sep 28, 2019",Auburn,56.0,Mississippi State,23.0,2019
"Sep 28, 2019",Baylor,23.0,Iowa State,21.0,2019
"Sep 28, 2019",Central Florida,56.0,Connecticut,21.0,2019
"Sep 28, 2019",Cincinnati,52.0,Marshall,14.0,2019
"Sep 28, 2019",Clemson,21.0,North Carolina,20.0,2019
"Sep 28, 2019",East Carolina,24.0,Old Dominion,21.0,2019
"Sep 28, 2019",Florida,38.0,Towson,0.0,2019
"Sep 28, 2019",Florida Atlantic,45.0,Charlotte,27.0,2019
"Sep 28, 2019",Florida State,31.0,North Carolina State,13.0,2019
"Sep 28, 2019",Fresno State,30.0,New Mexico State,17.0,2019
"Sep 28, 2019",Hawaii,54.0,Nevada,3.0,2019
"Sep 28, 2019",Houston,46.0,North Texas,25.0,2019
"Sep 28, 2019",Iowa,48.0,Middle Tennessee State,3.0,2019
"Sep 28, 2019",Liberty,17.0,New Mexico,10.0,2019
"Sep 28, 2019",Louisiana,37.0,Georgia Southern,24.0,2019
"Sep 28, 2019",Louisiana Tech,23.0,Rice,20.0,2019
"Sep 28, 2019",Louisiana-Monroe,30.0,South Alabama,17.0,2019
"Sep 28, 2019",Massachusetts,37.0,Akron,29.0,2019
"Sep 28, 2019",Miami (OH),34.0,Buffalo,20.0,2019
"Sep 28, 2019",Michigan,52.0,Rutgers,0.0,2019
"Sep 28, 2019",Michigan State,40.0,Indiana,31.0,2019
"Sep 28, 2019",Minnesota,38.0,Purdue,31.0,2019
"Sep 28, 2019",Notre Dame,35.0,Virginia,20.0,2019
"Sep 28, 2019",Ohio State,48.0,Nebraska,7.0,2019
"Sep 28, 2019",Oklahoma,55.0,Texas Tech,16.0,2019
"Sep 28, 2019",Oklahoma State,26.0,Kansas State,13.0,2019
"Sep 28, 2019",Pittsburgh,17.0,Delaware,14.0,2019
"Sep 28, 2019",South Carolina,24.0,Kentucky,7.0,2019
"Sep 28, 2019",Southern Methodist,48.0,South Florida,21.0,2019
"Sep 28, 2019",Southern Mississippi,31.0,Texas-El Paso,13.0,2019
"Sep 28, 2019",Stanford,31.0,Oregon State,28.0,2019
"Sep 28, 2019",Syracuse,41.0,Holy Cross,3.0,2019
"Sep 28, 2019",Temple,24.0,Georgia Tech,2.0,2019
"Sep 28, 2019",Texas A&M,31.0,Arkansas,27.0,2019
"Sep 28, 2019",Texas Christian,51.0,Kansas,14.0,2019
"Sep 28, 2019",Texas State,24.0,Nicholls State,3.0,2019
"Sep 28, 2019",Toledo,28.0,Brigham Young,21.0,2019
"Sep 28, 2019",Utah,38.0,Washington State,13.0,2019
"Sep 28, 2019",Utah State,34.0,Colorado State,24.0,2019
"Sep 28, 2019",Vanderbilt,24.0,Northern Illinois,18.0,2019
